"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"somclid_prkm"
"ENSMUSG00000070348_Ccnd1"	65.68	43.99	57.55	31.47	7.45	2.235	1.865	3.06	3
"ENSMUSG00000031548_Sfrp1"	3.22	10.46	46.97	70.295	9.385	6.04	5.27	3.71	5
"ENSMUSG00000020330_Hmmr"	63.335	72.8	32.35	9.72	5.855	0.89	0.685	1.04	2
"ENSMUSG00000038453_Srcin1"	0.86	1.06	3.98	12.92	36.125	72.255	64.24	50.86	9
"ENSMUSG00000048277_Syngr2"	63.875	49.45	33.46	18.475	7.18	3.245	1.88	2.185	2
"ENSMUSG00000030826_Bcat2"	70.515	38.74	16.49	12.935	11.08	5	5.915	5.895	1
"ENSMUSG00000029608_Rph3a"	0.215	0.03	0.04	0.445	7.86	23.025	30.53	73.58	10
"ENSMUSG00000052798_Nup107"	73.835	59.55	36.21	22.045	12.105	5.775	5.705	5.45	2
"ENSMUSG00000039611_2810432L12Rik"	1.785	2.24	5.92	9.61	39.23	65.685	73.185	66.32	10
"ENSMUSG00000027894_Slc6a17"	0.08	0.1	0.3	0.515	12.815	41.14	54.725	73.72	10
"ENSMUSG00000039395_Mreg"	66.28	51.59	13.73	8.645	2.86	1.675	1.625	2.36	1
"ENSMUSG00000001661_Hoxc6"	0.125	0.09	32.25	67.7	64	42.66	32.065	24.86	7
"ENSMUSG00000056222_Spock1"	0.485	0.67	16.03	31.18	66.945	73.63	65.01	49.48	8
"ENSMUSG00000003644_Rps6ka1"	71.26	60.28	17.1	11.3	9.475	6.52	6.81	7.55	1
"ENSMUSG00000022881_Rfc4"	72.18	49.57	48.82	19.665	9.555	3.425	3.25	3.525	3
"ENSMUSG00000018906_P4ha2"	11.115	7.07	74.46	55.155	24.855	10.22	5.64	9.345	5
"ENSMUSG00000052584_Serp2"	0.755	1.61	6.62	14.485	57.88	73.545	71.71	66.58	9
"ENSMUSG00000024897_Apba1"	0.165	0.22	3.71	13.31	48.67	74.01	58.985	40.615	9
"ENSMUSG00000022443_Myh9"	65.3	74.68	61.22	37.13	11.925	5.195	4.725	6.36	3
"ENSMUSG00000044783_Hjurp"	32.93	74.68	42	15.445	7.565	2.19	1.895	2.675	3
"ENSMUSG00000024639_Gnaq"	6.055	14.13	32.25	71.08	73.78	54.91	43.495	35.455	7
"ENSMUSG00000042156_Dzip1"	3.895	8.87	15.26	16.995	61	74.215	68.235	58.89	9
"ENSMUSG00000020160_Meis1"	0.37	1.13	68.77	72.98	51.58	54.055	43.51	32.915	6
"ENSMUSG00000029001_Fbxo44"	0.9	1.75	6.75	19.89	23.675	44.125	54.56	72.29	10
"ENSMUSG00000037843_Vstm2l"	0.365	0.37	2.22	3.22	56.19	72.5	70.03	58.74	9
"ENSMUSG00000024791_Cdca5"	57.99	75.39	39.11	11.955	4.605	0.16	0.19	0.135	2
"ENSMUSG00000062078_Qk"	33.23	46.64	75.39	49.255	18.65	8.5	6.835	6.4	4
"ENSMUSG00000069171_Nr2f1"	0.085	0.68	75.41	63.26	30.205	13.135	10.735	9.725	5
"ENSMUSG00000001604_Tcea3"	66.665	38.4	0.18	0.685	1.71	0.195	0.25	0.27	1
"ENSMUSG00000063063_Ctnna2"	0.165	0.19	10.05	42.445	75.43	64.175	63.785	54.79	8
"ENSMUSG00000051022_Hs3st1"	0.885	2.69	75.72	56.065	17.89	13.695	11.15	10.05	5
"ENSMUSG00000048385_Scrt1"	0.055	0.02	8.87	72.32	61.975	42.57	47.175	49.225	7
"ENSMUSG00000027699_Ect2"	73.03	64.13	31.74	9.01	4.73	0.625	0.55	0.395	2
"ENSMUSG00000067889_Spnb3"	5.365	4.24	16.91	73.945	36.77	28.585	27.755	28.575	6
"ENSMUSG00000002233_Rhoc"	56.18	44.69	75.96	42.35	12.695	6.935	4.595	5.65	4
"ENSMUSG00000053024_Cntn2"	0.535	0.71	26.69	74.465	5.78	9.63	10.13	9.425	6
"ENSMUSG00000073888_Ccl27a"	3.945	9.02	13.77	30.045	75.98	26.39	17.815	18.705	7
"ENSMUSG00000066026_Dhrs3"	0.755	0.68	76.18	4.145	1.21	1.145	0.55	0.73	5
"ENSMUSG00000001305_Rrp15"	73.675	55.97	31.33	21.28	13.825	6.52	6.77	6.57	2
"ENSMUSG00000024613_Tcof1"	72.875	61.9	29.37	16.445	15.205	6.55	6.915	6.825	1
"ENSMUSG00000016256_Ctsz"	64.93	69.68	76.51	33.865	9.52	3.865	2.305	3.78	3
"ENSMUSG00000031166_Wdr13"	3.03	4.92	17.46	29.78	76.435	49.4	36.54	31.375	8
"ENSMUSG00000020777_Acox1"	7.34	9.42	26.31	33.725	50.89	74.825	76.25	71.31	9
"ENSMUSG00000037465_Klf10"	47.72	76.72	10.92	4.82	4.135	3.315	1.865	1.28	1
"ENSMUSG00000053693_Mast1"	1.855	1.72	4.86	26.755	60.165	76.165	72.585	60.095	9
"ENSMUSG00000053819_Camk2d"	1.375	2.24	9.86	10.205	60.63	76.415	72.98	55.53	9
"ENSMUSG00000034685_Fam171a2"	1.875	3.01	19.38	47.255	76.945	45.955	30.465	20.82	7
"ENSMUSG00000043670_Diras1"	1.72	0.58	2.8	9.815	48.045	61.785	73.775	75.755	10
"ENSMUSG00000055491_Pprc1"	47	77.28	31.05	21.27	11.625	5.955	6.035	6.405	2
"ENSMUSG00000025889_Snca"	1.74	0.84	2.36	3.885	60.765	76.675	51.845	45.43	8
"ENSMUSG00000028093_Acp6"	73.625	56.69	16.23	6.67	5.585	4.195	6.68	12.385	1
"ENSMUSG00000024833_Pola2"	60.56	77.52	52.36	21.005	7.715	3.5	4.205	4.2	3
"ENSMUSG00000031709_Tbc1d9"	3.34	1.51	22.22	38.555	57.655	75.74	77.465	74.7	9
"ENSMUSG00000023505_Cdca3"	75.26	72.26	65.23	18.765	8.375	0.92	0.765	0.74	3
"ENSMUSG00000033763_Mtss1l"	5.67	7.02	12.37	20.37	44.02	65.44	70.4	76.91	10
"ENSMUSG00000027940_Tpm3"	75.045	64.39	64.57	53.285	39.835	15.285	11.49	8.26	3
"ENSMUSG00000039431_Mtmr7"	27.83	25.13	8.88	9.945	35.89	66.53	77.445	64.26	10
"ENSMUSG00000020859_Spag9"	7.825	7.94	44.18	72.615	66.565	74.56	69.55	72.42	7
"ENSMUSG00000061524_Zic2"	9.075	78.02	22.58	15.91	19.47	1.82	1.23	1.175	3
"ENSMUSG00000041959_S100a10"	65.47	38.82	36.59	54.05	8.955	6.09	3.13	6.16	3
"ENSMUSG00000020333_Acsl6"	3.49	3.07	9.96	12.395	31.185	59.22	77.455	76.135	10
"ENSMUSG00000023064_Sncg"	7.155	1.89	12.63	6.65	8.045	33.45	46.16	71.375	10
"ENSMUSG00000052957_Gas1"	0.63	2.25	78.06	37.9	6.175	1.34	0.865	1.075	5
"ENSMUSG00000031297_Slc7a3"	46.615	78.25	1.32	6.385	8.855	6.45	5.74	3.27	1
"ENSMUSG00000063785_Utp14a"	72.05	58.69	19.36	11.91	9.055	4.29	4.975	5.565	1
"ENSMUSG00000024726_2410127L17Rik"	53.465	78.55	28.18	14.095	6.475	2.975	3.165	3.285	2
"ENSMUSG00000019539_Rcn3"	29.825	24.45	54.21	75.375	17.1	10.015	5.08	5.97	5
"ENSMUSG00000036202_Rif1"	58.3	78.85	19.01	10.26	8.605	7.955	8.945	8.245	1
"ENSMUSG00000046329_Slc25a23"	5.87	9.04	22.74	18.36	63.19	76.065	70.08	73.855	9
"ENSMUSG00000062444_Ap3b2"	3.04	2.22	13.82	23.765	76.485	78.045	76.27	76.65	9
"ENSMUSG00000024516_Sec11c"	15.44	10.37	10.79	12.09	39.065	63.07	75	75.37	10
"ENSMUSG00000022661_Cd200"	0.145	0.35	5.19	9.965	77.61	78.86	61.895	46.81	8
"ENSMUSG00000028557_Rnf11"	8.03	8.23	16.62	23.755	44.295	65.405	78.91	74.24	10
"ENSMUSG00000025237_Parp6"	3.97	5.61	16.8	48.37	78.695	68.745	62.355	54.19	8
"ENSMUSG00000026042_Col5a2"	0.725	2.4	27.72	79.115	0.98	0.945	0.575	1.015	5
"ENSMUSG00000041642_Kif21b"	4.4	4.1	17.89	75.405	65.46	39.93	23.205	11.76	7
"ENSMUSG00000047238_Mageh1"	5.76	7.06	32.59	50.375	78.18	37.9	29.475	28.835	7
"ENSMUSG00000075229_Ccdc58"	76.38	44.3	20.18	12.215	11.565	5.645	5.865	5.69	1
"ENSMUSG00000089738_6330403K07Rik"	1.885	3.75	23.49	76.605	13.335	28.365	16.715	13.485	6
"ENSMUSG00000024177_Nme4"	78.46	43.03	26.3	10.125	6.08	1.545	0.955	1.165	1
"ENSMUSG00000040158_Tax1bp3"	9.89	10.52	52.11	78	30.735	10.195	7.575	8.32	5
"ENSMUSG00000058290_Espl1"	72.065	62.01	21.62	6.29	2.85	0.225	0.27	0.175	1
"ENSMUSG00000026452_Syt2"	0.14	0.09	0.6	0.745	7.7	59.655	75.645	79.945	10
"ENSMUSG00000052533_Nup188"	78.035	77.35	37.81	24.285	15.5	9.25	9.165	8.4	2
"ENSMUSG00000024500_Ppp2r2b"	0.185	0.36	11.17	5.96	80.74	74.61	68.86	53.91	8
"ENSMUSG00000053411_Cbx7"	60.085	81.3	18.42	17.74	17.26	5.85	6.41	12.35	1
"ENSMUSG00000054162_Spock3"	0.17	0.18	3.22	13.425	56.805	81.415	78.64	66.525	9
"ENSMUSG00000021892_Sh3bp5"	3.175	2.26	7.46	16.57	81.165	36.845	23.25	16.295	7
"ENSMUSG00000032262_Elovl4"	5.325	4.52	10.15	14.145	45.965	80.41	81.285	62.11	9
"ENSMUSG00000031665_Sall1"	42.65	81.79	49.9	24.7	6.555	0.855	0.615	0.6	3
"ENSMUSG00000001288_Rarg"	76.07	33.92	2.75	2.82	5.455	1.98	1.725	2.32	1
"ENSMUSG00000042745_Id1"	67.19	23.25	55.27	21.195	2.11	1.275	1.125	1.62	3
"ENSMUSG00000036390_Gadd45a"	69.785	33.16	27.78	14.495	6.555	6.7	8.775	9.26	1
"ENSMUSG00000049281_Scn3b"	0.64	0.45	2.44	14.86	81.795	49.895	32.47	31.525	8
"ENSMUSG00000020844_Nxn"	66.805	24.51	81.98	39.58	14.88	9.415	7.84	6.98	4
"ENSMUSG00000032606_Nicn1"	11.645	7.33	16.49	28.135	67.23	79.405	82.02	75.34	9
"ENSMUSG00000022471_Xrcc6"	76.02	52.09	17.63	9.555	9.845	5.475	5.115	5.16	1
"ENSMUSG00000031824_6430548M08Rik"	0.135	0.14	2.39	7.91	23.45	43.08	52.335	80.885	10
"ENSMUSG00000031673_Cdh11"	1.75	5.11	51.29	81.185	32.06	35.32	31.625	26.435	6
"ENSMUSG00000073433_Arhgdig"	11.7	6.88	2.88	1.945	57.685	81.475	61.735	39.635	9
"ENSMUSG00000031530_Dusp4"	14.035	38.94	35.95	81.665	31.99	10.21	6.615	4.575	5
"ENSMUSG00000000538_Tom1l2"	2.485	4.81	11.91	23.94	34.365	43.675	52.69	81.645	10
"ENSMUSG00000025486_Sirt3"	17.67	16.71	9.61	9.99	22.58	43.23	66.335	79.795	10
"ENSMUSG00000070304_Scn2b"	0.31	0.15	1.24	1.205	4.86	26.41	56.7	82.2	10
"ENSMUSG00000070802_Pnmal2"	0.825	0.59	3.47	8.93	52.365	78.52	81.445	82.145	10
"ENSMUSG00000024381_Bin1"	9.56	11.16	24.64	35.975	75.135	69.3	67.21	81.255	8
"ENSMUSG00000059316_Slc27a4"	8.45	9.11	28.96	37.165	49.05	72.69	81.38	74.2	9
"ENSMUSG00000038236_Hoxa7"	0.325	0.25	36.85	83.045	37.625	24.075	24.425	29.34	6
"ENSMUSG00000027469_Tpx2"	77.555	80.84	60.06	18.46	8.385	0.97	0.675	0.63	3
"ENSMUSG00000022973_Synj1"	3.825	4.71	8.35	13.73	40.69	65.865	75.26	80.755	10
"ENSMUSG00000029020_Mfn2"	8.945	7.42	19.45	29.035	55.205	71.995	83.03	79.05	9
"ENSMUSG00000038900_Rpl12"	81.015	60.55	36.9	19.925	16.92	10.355	9.605	7.52	2
"ENSMUSG00000020668_Kif3c"	5.465	5.03	13.92	42.685	73.31	82.49	76.99	72.835	8
"ENSMUSG00000021460_Auh"	7.13	10.32	8.7	15.35	24.175	50.74	79.155	81.845	10
"ENSMUSG00000031821_Gins2"	79.05	64.38	46.66	20.5	10.3	2.76	1.445	0.86	2
"ENSMUSG00000041488_Stx3"	40.285	84.08	18.01	7.71	3.33	1.32	1.125	3.175	2
"ENSMUSG00000066652_Lefty2"	67.105	40.89	0.46	0.16	1.385	0.025	0.15	0.05	1
"ENSMUSG00000038253_Hoxa5"	0.115	0.11	59.91	77.02	74.53	80.815	65.365	52.935	7
"ENSMUSG00000041817_Fam169a"	77.225	49.76	11.67	6.225	21.01	21.435	19.885	18.85	1
"ENSMUSG00000075394_Hoxc4"	0.78	1.1	84.52	43.675	58.125	60.33	47.72	34.295	6
"ENSMUSG00000068324_Gm10237"	83.14	45.78	34.66	23.035	16.545	10.445	11.41	8.025	1
"ENSMUSG00000061762_Tac1"	0.14	0.04	0.08	3.66	82.485	48.135	30.95	26.435	8
"ENSMUSG00000071295_Gm10323"	48.355	84.82	2.17	2.59	2.005	0	0.065	0.18	1
"ENSMUSG00000058186_Gm13242"	80.1	84.83	1.42	1.47	1.435	0	0.12	0.195	1
"ENSMUSG00000029911_Ssbp1"	84.535	58.17	36.88	20.875	16.675	9.5	10.24	12.555	1
"ENSMUSG00000027306_Nusap1"	64.025	84.93	44.21	14.085	6.93	0.66	0.515	0.52	2
"ENSMUSG00000054256_Msi1"	6.005	9.84	84.95	56.035	27.945	8.695	7.4	7.575	5
"ENSMUSG00000025738_Fbxl16"	2.285	2.36	10.42	23.945	48.515	75.645	82.635	84.69	10
"ENSMUSG00000028969_Cdk5"	9.64	10.34	19.7	27.51	65.97	74.715	81.56	82.715	9
"ENSMUSG00000031841_Cdh13"	0.125	0.74	2.54	9.905	60.665	83.59	67.27	47.38	9
"ENSMUSG00000032492_Pth1r"	1.485	10.92	85.25	54.945	10.055	2.77	3.69	5.75	5
"ENSMUSG00000048763_Hoxb3"	0.01	0.22	85.37	65.775	31.385	14.735	11.065	10.915	5
"ENSMUSG00000028137_Celf3"	0.155	0.19	18.38	85.225	41.16	14.345	9.42	13.67	6
"ENSMUSG00000040035_Disp2"	0.14	0.05	2.49	6.475	39.89	78.5	84.255	77.895	10
"ENSMUSG00000027379_Bub1"	78.955	76.3	35.94	8.835	4.855	0.29	0.255	0.08	2
"ENSMUSG00000035351_Nup37"	82.99	65.6	37.74	11.98	8.83	3.38	3.31	3.06	2
"ENSMUSG00000026187_Xrcc5"	71.935	85.94	36.24	21.785	9.055	7.26	8.605	9.64	2
"ENSMUSG00000028010_Gar1"	78.93	52.28	25.57	11.62	15.22	8.56	8.23	8.285	1
"ENSMUSG00000017167_Cntnap1"	0.19	0.16	0.5	0.5	9.145	59.74	85.395	82.995	10
"ENSMUSG00000025574_Tk1"	82.645	44.39	53.58	19.315	7.88	0.84	0.345	0.49	3
"ENSMUSG00000042808_Gpx2"	34.85	16.47	86.19	7.355	0.75	0.4	0.39	0.335	4
"ENSMUSG00000036882_Arhgap33"	2.66	2.13	26.55	56.105	85.31	39.115	23.03	14.365	7
"ENSMUSG00000033389_Arhgap44"	3.525	3.71	4.55	4.71	15.13	49.145	66.955	86.015	10
"ENSMUSG00000061046_Haghl"	4.41	7.82	24.31	25.59	42.36	51.195	54.19	84.79	10
"ENSMUSG00000052102_Gnpda1"	79.32	86.42	23.54	13.3	9.14	7.36	8.965	13.66	1
"ENSMUSG00000024048_2900073G15Rik"	86.18	50.8	45.65	40.715	14.235	5.63	4.34	5.985	2
"ENSMUSG00000029622_Arpc1b"	81.38	43.21	35.29	25.91	8.19	5.415	3.085	5.18	2
"ENSMUSG00000034391_Fbxo15"	50.74	86.62	11.18	6.895	2.475	0.09	0.13	0.155	2
"ENSMUSG00000033768_Nrxn2"	1.615	1.78	5.91	30.12	66.72	86.135	67.07	45.04	8
"ENSMUSG00000019843_Fyn"	8.285	9.02	24.2	56.355	87.05	65.525	52.875	37.075	7
"ENSMUSG00000067787_Blcap"	10.29	9.72	24.36	39.465	87.085	78.36	80.97	85.49	8
"ENSMUSG00000022048_Dpysl2"	2.575	3.93	20.7	50.655	69.105	85.745	76.505	54.18	8
"ENSMUSG00000012443_Kif11"	48.525	87.44	57.94	17.78	5.505	0.65	0.565	0.39	3
"ENSMUSG00000023830_Igf2r"	18.57	17.25	56.23	85.19	7.21	5.24	4.985	5.31	5
"ENSMUSG00000044068_Zrsr1"	6.685	8.91	6.79	13.145	39.26	66.29	76.965	87.43	10
"ENSMUSG00000011832_Evi5l"	1.055	2.28	14.98	38.86	57.52	74.705	81.68	86.945	9
"ENSMUSG00000038112_AW551984"	1.36	1.33	3.64	10.09	47.77	85.7	53.23	31.84	8
"ENSMUSG00000035770_Dync1li2"	10.595	15.58	34.76	58.65	52.335	75.745	78.845	87.855	9
"ENSMUSG00000013539_D16H22S680E"	8.435	7.41	10.07	14.475	35.185	60.53	73.425	85.955	10
"ENSMUSG00000005233_Spc25"	82.03	58.01	62.36	17.57	8.655	1.885	1.885	1.625	3
"ENSMUSG00000000184_Ccnd2"	5.275	3.93	88.52	37.04	21.9	10.8	9.53	8.05	5
"ENSMUSG00000021453_Gadd45g"	5.905	16.32	88.74	50.935	7.605	6.22	5.965	6.565	5
"ENSMUSG00000040658_BC048355"	88.865	56.49	28.75	6.525	6.065	1.705	1.305	1.385	1
"ENSMUSG00000002997_Prkar2b"	4.81	6.04	20.89	21.195	88.655	60.515	42.16	29.745	8
"ENSMUSG00000040563_BC018242"	4.705	4.17	13.69	31.91	89.25	83.29	63.28	48.24	8
"ENSMUSG00000028439_2310028H24Rik"	0.945	1.24	8.48	31.71	65.205	77.415	77.235	89.145	9
"ENSMUSG00000026568_Brp44"	9.92	8.38	21.14	27.77	55.71	72.99	85.385	87.235	10
"ENSMUSG00000032228_Tcf12"	6.15	11.7	82.68	86.68	16.27	8.175	7.86	8.41	5
"ENSMUSG00000031838_Ifi30"	76.855	90.2	49.3	23.215	12.81	12.85	9.615	11.225	2
"ENSMUSG00000040034_Nup43"	87.825	54.19	25.22	16.265	12.51	7.38	7.875	7.235	1
"ENSMUSG00000036986_Pml"	79.395	79.52	8.49	6.055	3.845	1.24	0.845	1.27	1
"ENSMUSG00000029455_Aldh2"	82.555	67.29	22.49	11.1	12.71	8.075	5.835	5.36	1
"ENSMUSG00000068221_Pdxp"	26.58	11.63	9.37	17.015	67.255	88.91	89.145	84.73	9
"ENSMUSG00000005397_Nid1"	13.29	13.18	60.9	86.46	24.085	13.8	6.955	7.29	5
"ENSMUSG00000021196_Pfkp"	65.69	90.8	3.46	5.625	27.23	62.29	68.425	69.88	1
"ENSMUSG00000004187_Kifc2"	4.35	5.66	3.36	5.055	89.055	79.965	60.735	90.59	9
"ENSMUSG00000022865_Cxadr"	3.82	7.43	25.58	42.41	89.73	45.02	12.425	3.04	7
"ENSMUSG00000027624_Epb4.1l1"	3.56	2.49	6.06	12.745	66.495	88.705	83.275	83.765	9
"ENSMUSG00000048895_Cdk5r1"	0.515	0.44	10.52	58.5	90.775	79.275	60.26	45.295	8
"ENSMUSG00000021913_Ogdhl"	55.125	91.35	19.88	7.71	21.06	33.185	45.425	63.685	1
"ENSMUSG00000004231_Pax2"	0.03	0.27	17.96	91.44	20.295	15.965	12.43	13.7	6
"ENSMUSG00000030677_Kif22"	88.025	87.19	55.4	19.835	7.785	0.81	0.675	0.7	2
"ENSMUSG00000049612_Omg"	0.06	0.02	0	0	3.185	39	69.195	89.9	10
"ENSMUSG00000021643_Serf1"	8.405	5.44	27.9	65.155	91.895	40.275	30.925	32.335	7
"ENSMUSG00000026427_Eif2d"	89.39	59.19	43	26.115	18.58	10.145	11.455	13.865	2
"ENSMUSG00000048540_Nhlh2"	0.01	0.03	21.73	89.68	1.24	1.37	1.315	1.655	6
"ENSMUSG00000024304_Cdh2"	5.115	8.11	63.94	92	77.68	52.005	47.725	43.57	6
"ENSMUSG00000006717_Acot13"	34.905	34.55	25.46	12.83	21.225	48.015	68.34	90.685	10
"ENSMUSG00000013367_Iglon5"	2.735	2.56	13.09	25.09	75.19	90.6	87.72	76.57	9
"ENSMUSG00000030619_Eed"	89.485	50.7	27.74	20.845	12.9	5.29	5.505	7.175	1
"ENSMUSG00000019124_Scrn1"	2.095	3.6	9.21	18.535	70.02	85.705	88.555	91.64	9
"ENSMUSG00000025925_Terf1"	86.025	92.81	25.4	14.225	9.295	7.14	8.1	7.99	1
"ENSMUSG00000029674_Limk1"	15.385	12.23	16.4	33.495	41.75	72.13	91.59	86.115	10
"ENSMUSG00000038555_Reep2"	4.305	3.38	9.42	24.74	56.875	90.38	91.04	85.815	9
"ENSMUSG00000017009_Sdc4"	41.665	93.86	16.46	12.03	3.755	1.46	0.88	1.3	2
"ENSMUSG00000022464_Slc38a4"	87.275	74.65	32.76	61.06	2.905	0.305	0.305	0.55	2
"ENSMUSG00000037788_Vopp1"	1.55	2.49	30.34	57.65	93.71	42.61	31.335	24.64	7
"ENSMUSG00000047215_Rpl9"	92.975	61.89	27.98	19.07	19.165	17.455	13.985	10.59	1
"ENSMUSG00000049647_Purb"	9.815	15.24	27.72	31.81	23.975	67.22	79.56	90.62	10
"ENSMUSG00000026817_Ak1"	27.8	33.9	7.72	12.42	30.45	56.225	75.365	90.83	10
"ENSMUSG00000074422_Gm10695"	49.09	94.24	32.5	32.625	14.74	11.03	8.205	9.24	2
"ENSMUSG00000049382_Krt8"	29.255	46.54	94.52	42.99	11.58	3.975	1.69	1.175	4
"ENSMUSG00000019942_Cdk1"	91.06	75.57	44.65	15.355	8.58	0.5	0.25	0.215	2
"ENSMUSG00000033760_Rbm4b"	10.39	13.2	44.22	93.135	36.035	16.825	15.8	16.725	6
"ENSMUSG00000050953_Gja1"	89.095	61.36	77.29	22.465	17.565	4.41	3.035	4.325	3
"ENSMUSG00000003824_Syce2"	93.355	52.93	14.07	5.665	6.98	3.415	1.565	1.13	1
"ENSMUSG00000020932_Gfap"	0.93	0.8	0.62	0.07	16.81	70.36	55.005	83.895	10
"ENSMUSG00000029166_Mapre3"	2.23	2.04	8.48	22.115	51.855	68.175	77.3	95.1	10
"ENSMUSG00000024422_Dhx16"	89.295	60.78	24.77	20.045	15.59	8.175	7.635	7.835	1
"ENSMUSG00000027797_Dclk1"	0.185	0.47	5.41	25.915	95.365	69.295	56.78	45.1	8
"ENSMUSG00000029267_Mtf2"	94.63	83.09	25.86	37.17	16.06	10.38	8.565	8.08	1
"ENSMUSG00000022945_Chaf1b"	89.72	71.31	35.48	13.48	7.745	2.165	1.965	1.515	2
"ENSMUSG00000024426_Atat1"	5.485	8.31	27.2	55.44	94.14	45.165	35.445	24.025	7
"ENSMUSG00000028756_Pink1"	5.68	5.81	16.05	36.08	46.62	54.625	67.61	91.825	10
"ENSMUSG00000029687_Ezh2"	88.815	74.13	94.47	59.73	15.625	1.05	0.635	0.735	3
"ENSMUSG00000024974_Smc3"	71.155	96.22	75.82	67.335	24.5	13.11	10.615	10.82	3
"ENSMUSG00000021127_Zfp36l1"	16.005	35.49	96.38	54.275	10.925	2.675	1.705	2.88	4
"ENSMUSG00000092086_AC114648.1"	92.535	96.79	66.35	50.4	20.595	11.82	11.22	10.38	3
"ENSMUSG00000018339_Gpx3"	19.265	15.36	97.21	45.875	11.96	10.82	7.985	7.645	5
"ENSMUSG00000047379_B3gnt1"	6.83	10.74	31.01	27.795	46.495	88.635	96.655	81.305	10
"ENSMUSG00000032172_Olfm2"	2.23	1.26	9.21	13.57	90.985	95.775	78.86	68.51	8
"ENSMUSG00000054459_Vsnl1"	0.195	0.13	0.37	0.905	26.54	74.41	71.965	94.77	10
"ENSMUSG00000055148_Klf2"	82.24	85.02	3.52	5.085	4.08	0.32	0.355	0.715	1
"ENSMUSG00000029781_Fkbp9"	74.085	86.48	98.45	66.965	24	12.565	7.815	9.87	3
"ENSMUSG00000040276_Pacsin1"	8.38	2.91	0.44	0.565	15.425	59.05	77.115	96.325	10
"ENSMUSG00000006715_Gmnn"	97.935	66.26	46.99	14.825	7.96	2.04	2.41	2.61	2
"ENSMUSG00000039195_1110008P14Rik"	19.905	10.9	17.19	24.66	52.805	94.385	96.315	84.555	10
"ENSMUSG00000020167_Tcf3"	63.79	64.47	98.97	65.115	16.94	4.07	3.385	3.71	4
"ENSMUSG00000013033_Lphn1"	18.52	47.23	12.75	43.7	64.59	97.68	94.06	85.265	9
"ENSMUSG00000021314_Amph"	4.945	5.46	3.51	9.385	69.925	91.41	97.765	98.575	9
"ENSMUSG00000025964_Adam23"	53.455	99.08	6.89	7.635	15.235	33.92	41.2	37.99	1
"ENSMUSG00000036333_Kidins220"	4.27	8.83	25.24	52.265	98.585	65.945	54.72	56.355	8
"ENSMUSG00000034958_Atcay"	1.83	0.5	4.4	30.05	72.1	93.26	98.17	92.17	9
"ENSMUSG00000063077_Kif1b"	8.02	11.47	31.33	53.995	88.77	99.23	96.515	82.78	8
"ENSMUSG00000027984_Hadh"	70.545	99.67	74.88	35.545	14.44	6.1	4.485	3.81	3
"ENSMUSG00000034349_Smc4"	74.21	100.04	83.57	29.62	10.015	1.52	1.405	1.33	3
"ENSMUSG00000038943_Prc1"	89.45	100.14	63.58	17.97	9.55	1.4	0.965	0.84	2
"ENSMUSG00000024165_Hn1l"	97.21	85.88	85.21	43.53	26.985	14.05	9.135	4.24	3
"ENSMUSG00000039542_Ncam1"	1.25	5.34	25.31	72.09	100.38	83.11	62.785	45.415	7
"ENSMUSG00000042109_Csdc2"	1.715	0.93	2.38	8.59	60.455	100.905	89.41	74.92	9
"ENSMUSG00000024538_Ppic"	32.095	62.7	101.01	71.49	13.855	7.42	3.995	4.71	4
"ENSMUSG00000090353_AL844854.1"	32.075	55.47	58.87	88.65	13.035	9.4	5.745	7.99	4
"ENSMUSG00000075588_Hoxb2"	0.02	0.28	101.48	87.07	22.68	21.26	16.93	16.02	5
"ENSMUSG00000024261_Syt4"	1.315	0.58	3	6.265	99.655	58.17	56.935	71.21	8
"ENSMUSG00000025369_Smarcc2"	8.27	13.73	49.36	99.475	85.46	53.89	45.965	59.355	7
"ENSMUSG00000020684_Rasl10b"	0.98	0.79	18.21	10.94	51.245	82.795	92.51	101.325	10
"ENSMUSG00000040204_2810417H13Rik"	88.24	57.9	85.96	22.36	7.58	0.385	0.19	0.115	3
"ENSMUSG00000041329_Atp1b2"	11.15	10.72	6.98	5.01	49.06	101.93	61.045	34.07	9
"ENSMUSG00000078503_Gm13225"	68.045	102.15	5.33	3.855	3.67	0.815	0.605	0.27	1
"ENSMUSG00000061062_Gm10093"	100.175	69.29	54.32	31.315	18.14	6.685	5.645	5.17	2
"ENSMUSG00000074480_Mex3a"	9.65	14.4	53.81	100.465	26.185	4.45	2.225	1.69	5
"ENSMUSG00000039252_Lgi2"	2.37	3.82	3.94	4.245	32.185	67.91	98.82	97.04	10
"ENSMUSG00000047407_Tgif1"	95.805	102.74	22.19	13.165	4.835	0.57	1.04	1.42	1
"ENSMUSG00000074227_Spint2"	96.45	102.91	32.02	17.2	26.27	17.68	11.55	9.315	1
"ENSMUSG00000025408_Ddit3"	12.48	9.33	9.66	20.245	38.165	66.155	100.115	85.315	10
"ENSMUSG00000002297_Dbf4"	98.8	87.24	43.22	16.12	7.615	1.45	1.415	1.445	2
"ENSMUSG00000028161_Ppp3ca"	11.21	11.72	35.13	77.495	93.02	102.36	93.06	92.735	8
"ENSMUSG00000007050_Lsm2"	100.255	78.47	52.95	25.75	22.955	9.61	8.235	6.56	2
